C00041,C00062,C00064,C00065,C00073,C00078,C00079,C00082,C00135,C00152,C00188,C00219,C00245,C00257,C00294,C00299,C00327,C00791,C01586,C01762,Age
-11260.95676,-81005.62306,-374972.5399,-8317.822616,-9259.09867,-62217.40687,-80761.99446,-150045.4457,5108.72949,-13425.69512,-26336.71175,-265400.1885,-28676.10976,-10687.45676,-2313.435698,5743.956763,-11672.74501,-6052.758315,-21113.58093,-298.631929,0
9143.543237,55561.87694,66456.96009,17199.17738,13599.90133,147033.5931,107039.0055,37854.55432,152569.2295,81.30487805,26674.78825,32727.81153,-37036.60976,11197.54324,-1510.435698,9715.956763,-4456.245011,51497.74169,81866.91907,-1767.131929,0
-3141.956763,28072.37694,-206679.0399,-6090.322616,277.4013304,11238.09313,-22274.99446,-26399.44568,32128.22949,3003.804878,-10809.21175,296555.3115,-49812.10976,-51855.95676,-154.9356984,5122.456763,-617.2450111,14805.24169,-31401.58093,-2584.131929,0
-2953.456763,-32679.12306,-139686.0399,-2840.822616,-11724.09867,-52426.90687,-78482.49446,-84455.44568,-13282.77051,-18764.19512,-14643.71175,110455.8115,-24898.60976,-384.4567627,-1296.935698,-2284.043237,-9518.245011,-21716.25831,-123698.0809,1440.368071,0
-2020.956763,-33071.62306,-179276.0399,-14881.32262,-11442.09867,-13211.40687,-90686.49446,-119190.9457,-50862.27051,-6167.195122,14818.28825,100927.3115,-11432.60976,90921.04324,-2063.935698,-27549.54324,-11320.24501,-8829.758315,-25626.08093,-1259.631929,1
3399.543237,-9397.62306,-153150.0399,2191.677384,-11584.59867,30046.09313,2242.505543,-18560.94568,201711.7295,-2265.195122,-7841.711752,404136.8115,-6040.609756,32157.54324,-2063.435698,-17590.04324,-14002.24501,-28835.25831,-16129.08093,-1074.631929,0
8828.043237,20029.87694,-149535.5399,11746.67738,-3042.09867,86079.59313,54330.50554,-18960.44568,170605.2295,-4966.195122,9066.788248,-70495.18847,80965.89024,43684.04324,247.5643016,25520.45676,-4635.245011,28900.24169,43619.41907,-221.631929,0
-9369.956763,-101600.6231,-293549.5399,-14241.32262,-8914.09867,-38397.90687,-86049.99446,-24552.94568,-57413.27051,-7431.695122,-19621.71175,-175727.1885,-10402.10976,4758.543237,-1235.435698,-6321.543237,-4099.745011,-2636.758315,-78027.58093,396.368071,0
2261.043237,-50726.12306,-120699.0399,7015.177384,-2925.09867,54342.59313,60435.50554,61383.55432,57380.72949,-4569.695122,-12077.21175,180130.8115,-34110.60976,-19265.45676,-312.4356984,16131.95676,-22.74501109,7892.741685,-114925.0809,-194.631929,0
-2507.456763,-17120.62306,171344.4601,-9072.822616,-2040.59867,-3614.906874,-356.9944568,-24398.44568,62185.72949,-1474.195122,-13267.21175,27624.81153,7488.890244,-58965.45676,-694.9356984,588.9567627,-5185.745011,8839.241685,-107204.0809,-275.131929,0
1682.543237,16903.87694,229440.9601,3637.677384,10539.40133,-47117.40687,108884.5055,17507.55432,58230.22949,7397.804878,-6166.211752,-320079.6885,-9687.609756,-43103.95676,3911.564302,-30907.04324,-12197.24501,39762.74169,52712.41907,-1188.631929,0
-8616.956763,-101499.1231,-290241.5399,-10955.82262,-15251.59867,45807.09313,-17753.49446,-82289.94568,-64888.27051,-11241.69512,6712.788248,-91911.18847,-16017.10976,-37934.95676,-758.9356984,-3778.043237,-7662.745011,18525.74169,-24896.58093,-383.631929,0
4240.043237,112735.8769,-81075.03991,10532.67738,-1332.09867,31855.59313,39113.00554,-14535.44568,134496.7295,-7432.695122,26420.78825,246471.8115,53460.39024,-21970.45676,-734.4356984,22738.95676,3010.254989,46196.74169,-143420.0809,-539.631929,0
1389.043237,-60740.12306,-109025.5399,2971.177384,-418.0986696,28440.59313,-33655.49446,-56852.44568,66660.72949,-2791.695122,-6439.711752,65851.81153,14061.89024,38052.04324,-2745.935698,1494.956763,-6851.245011,22491.24169,133969.4191,-1045.131929,0
-1995.956763,-49783.12306,-149516.0399,11371.17738,-2686.59867,-1261.406874,-52179.49446,-35536.44568,-5320.27051,6927.304878,30420.28825,-169281.1885,10673.39024,-45057.45676,-1698.435698,3583.956763,11457.75499,-946.2583149,29027.91907,-2649.131929,0
3101.043237,-61607.12306,13030.96009,9124.677384,-3452.59867,27176.59313,27466.00554,29328.55432,14588.22949,-12085.69512,13843.28825,158173.8115,-30217.10976,-38529.95676,-1323.935698,1094.456763,710.2549889,-6146.758315,-56145.58093,-397.631929,0
-1212.956763,100114.3769,-19529.53991,-507.8226164,5250.40133,-85064.90687,-27188.49446,-54031.94568,-53185.77051,2008.804878,17094.78825,-101707.1885,96791.89024,148885.0432,468.5643016,-3692.543237,18801.75499,25552.24169,40434.91907,651.368071,1
-2348.956763,-14176.12306,-205724.0399,-2684.322616,1225.90133,36273.09313,21761.50554,36707.55432,-20994.77051,-4289.695122,-341.2117517,-576317.6885,12823.39024,60697.04324,319.0643016,-2531.543237,2425.754989,17471.74169,130131.9191,-28.13192905,1
13679.04324,-92069.62306,229646.4601,-4322.822616,1729.90133,-25266.90687,27550.50554,26316.05432,54444.72949,3923.304878,-23195.21175,-252427.6885,-44472.10976,27807.04324,-3053.935698,-12770.54324,9951.754989,-12912.75831,11757.91907,-2949.631929,0
5334.043237,-966.6230599,-125093.5399,1219.677384,3183.90133,54555.09313,58598.00554,52979.55432,67396.72949,13697.80488,4036.288248,287386.3115,12761.39024,-50046.45676,-243.4356984,-9511.043237,-792.7450111,-1121.258315,92611.91907,-1770.631929,0
12159.54324,57136.87694,159831.9601,11140.17738,6081.40133,60135.59313,-15828.99446,-26271.44568,179826.2295,5120.804878,25036.28825,-119825.1885,11515.89024,-50495.95676,-576.9356984,-5898.543237,-2935.745011,25346.24169,-54423.08093,-2021.631929,0
-10495.45676,50292.37694,-44088.03991,-6158.322616,-4666.59867,-67561.40687,-51963.99446,-62468.44568,-15003.27051,-2419.195122,-4978.211752,159333.8115,-16681.60976,-61316.45676,-1706.935698,2421.956763,-5632.745011,7790.241685,-143753.5809,-286.131929,1
5307.043237,119121.3769,520180.4601,6682.677384,10691.40133,20370.59313,93517.50554,107348.0543,164166.7295,11096.80488,3909.288248,749316.8115,4248.390244,9239.043237,-232.4356984,557.9567627,3740.754989,32167.74169,-53938.58093,-1869.631929,1
-7231.956763,-126860.1231,15327.96009,-4171.322616,-8126.59867,-51609.40687,-67939.99446,-15046.44568,-13098.27051,-3966.695122,-9333.211752,-468704.1885,-41740.10976,-28855.95676,-104.4356984,-7952.543237,7011.254989,46.24168514,-25202.08093,-431.131929,0
-6314.456763,-46197.62306,-206844.5399,2569.177384,-4284.59867,-15837.90687,-35236.99446,-48245.94568,47513.72949,-2898.695122,2320.788248,-263858.1885,19715.39024,12462.04324,-2261.435698,4.456762749,-8899.245011,10330.74169,-8939.580931,-1286.131929,0
4886.543237,72844.37694,392401.9601,40416.67738,18402.40133,53546.59313,110854.0055,55176.55432,267685.7295,16908.30488,40902.78825,-67758.18847,72977.89024,19057.04324,400.0643016,12872.45676,12531.25499,20381.74169,69652.41907,-945.131929,0
8509.043237,53124.37694,-268526.5399,11265.67738,2467.90133,104512.5931,83211.00554,133877.0543,58950.22949,11059.30488,9411.288248,-272470.1885,64842.39024,10358.54324,610.0643016,-4263.043237,422.2549889,4027.241685,92946.91907,-1078.131929,0
-2934.956763,-29664.62306,82460.96009,-5894.322616,-3412.59867,8401.593126,-49317.49446,16250.55432,-6799.77051,-3951.195122,-8580.211752,-143983.1885,61257.39024,54443.04324,2066.564302,12830.45676,6019.254989,20665.24169,-131813.0809,2615.368071,1
2893.043237,-16939.62306,329873.4601,-1457.322616,-3086.09867,74396.59313,-17167.49446,17211.05432,24828.72949,5531.304878,14662.78825,-184285.6885,69815.89024,54798.04324,1703.564302,9741.456763,7608.254989,32424.24169,237505.4191,839.868071,0
-6541.956763,-57278.12306,-190782.0399,-14149.82262,-3046.59867,-58587.40687,-47936.99446,-53768.44568,-143488.2705,-6843.195122,-34622.21175,-400864.1885,3814.890244,55694.54324,-1824.935698,-8828.043237,8445.254989,-22425.75831,37701.91907,265.868071,0
-18693.45676,-124028.1231,-66917.03991,-27871.32262,-14246.59867,-251998.4069,-207772.4945,-147368.9457,-268717.2705,-12949.19512,-60604.71175,311161.3115,-108312.1098,-78639.95676,-3666.435698,-27313.54324,-4649.245011,-40887.75831,-156765.5809,6893.368071,1
-5053.956763,-54517.62306,94571.96009,9443.177384,13945.40133,56360.09313,-10872.99446,195445.0543,-11900.77051,3761.304878,-9428.211752,-356352.6885,-38503.60976,67701.04324,269.0643016,-7491.543237,5760.754989,-25542.25831,116406.4191,-1176.131929,0
-10245.95676,-81317.12306,-243143.0399,-8457.822616,-8605.09867,-71598.90687,-132650.4945,-103839.4457,-36340.77051,-7574.195122,-6204.711752,-107452.1885,4039.390244,-13862.95676,-3118.935698,-30896.04324,-9529.745011,-20131.75831,-83921.58093,-2312.631929,0
8327.543237,-81130.12306,-72745.03991,-1428.322616,3179.90133,12235.59313,42507.50554,126983.0543,89742.22949,8303.804878,2848.288248,136250.3115,-36962.60976,17707.54324,-920.9356984,-6222.043237,12124.25499,28047.74169,206928.4191,-2246.131929,0
5943.543237,-17821.12306,-392935.5399,-3541.822616,-8686.09867,-13465.40687,-48132.49446,28354.05432,-125205.7705,-11117.19512,-13909.21175,-476433.6885,69478.89024,-22821.95676,530.0643016,-17871.04324,-8644.745011,-14998.75831,-75766.58093,-976.131929,0
-2117.456763,-73419.12306,-214392.0399,-2156.322616,-6032.59867,-62796.90687,-158822.4945,-92406.44568,-242667.7705,-8929.695122,-127.7117517,-236601.6885,-22673.10976,-32691.95676,-3622.435698,-27679.54324,2337.754989,-6697.758315,-62404.58093,-2954.631929,0
604.5432373,36699.37694,-72037.53991,8089.677384,-5396.09867,11982.59313,9529.505543,51583.05432,99407.72949,1315.804878,17203.78825,-271959.1885,12408.89024,22898.04324,389.5643016,-3050.043237,1989.254989,-555.2583149,-7895.580931,-251.131929,1
-1340.956763,7115.37694,-82180.03991,2056.177384,-4441.09867,-4488.906874,-9360.494457,67500.55432,88492.72949,-779.695122,-2393.211752,-166190.1885,16984.89024,-15472.95676,203.0643016,-3554.543237,4202.254989,379.7416851,-59757.58093,-810.131929,0
-8725.456763,52884.87694,-274380.0399,-16066.82262,-1453.59867,-17849.90687,42713.00554,67435.05432,15901.72949,-14803.19512,-21957.21175,79456.81153,85184.39024,-35267.45676,-1453.935698,-248.5432373,3492.754989,-909.7583149,-128729.0809,32.36807095,0
-5143.456763,-45719.62306,-7728.539911,-3631.322616,-4629.59867,-129541.9069,-62238.99446,-75726.44568,-141268.7705,-6636.195122,-28697.71175,132521.8115,47231.89024,295889.0432,-192.9356984,29625.95676,-56.74501109,48113.74169,231926.9191,6004.868071,1
-5801.456763,-17163.12306,-74002.03991,-15882.32262,-6445.09867,-67921.40687,-35862.49446,-16329.44568,-105457.2705,-5289.195122,-31587.21175,480238.8115,-38845.10976,130753.5432,302.0643016,2972.956763,14127.25499,9244.241685,673443.9191,1493.868071,1
-6129.956763,-23874.62306,-9070.539911,-14050.82262,-4508.09867,81288.09313,-19094.49446,-15923.44568,-79122.27051,-9777.695122,-18589.71175,175333.8115,1922.390244,-49132.45676,47.56430155,-9367.043237,-394.2450111,8779.241685,118010.4191,1798.368071,0
-9721.956763,-60482.62306,-6973.039911,-5468.822616,-5826.09867,-31044.40687,-121454.9945,-154640.9457,-48013.27051,-3580.195122,-5032.711752,-397035.6885,-4019.609756,-20260.45676,-2785.935698,-5962.543237,-9679.245011,-15236.75831,-65780.58093,-2917.131929,0
-12461.95676,-86360.62306,-151157.5399,-2385.822616,-3941.59867,-95131.90687,-103352.4945,-81966.44568,-126079.7705,-3728.695122,-18902.71175,-355465.6885,-55482.60976,-34139.95676,273.5643016,-17924.04324,-1025.745011,-37014.75831,-43757.08093,-1760.631929,0
-9753.456763,-31137.12306,-140464.0399,2704.677384,-9626.59867,-53460.40687,-73839.99446,-61929.94568,-83035.27051,-8650.695122,-1154.711752,173342.8115,-58586.10976,-61427.95676,-2902.435698,-4582.543237,-6302.245011,-19572.75831,-52928.58093,1222.868071,0
1928.043237,9211.37694,-47460.03991,20221.17738,11538.90133,102918.5931,97922.00554,55914.55432,164311.7295,856.804878,6875.788248,-268450.6885,14939.89024,22697.04324,3942.564302,-8658.043237,-6594.245011,4299.241685,9414.919069,-851.131929,0
10876.54324,-44806.12306,91875.96009,12851.17738,9442.90133,-18391.90687,-1934.994457,2949.054324,42368.22949,8141.304878,4245.288248,-161688.6885,-20677.60976,-17170.45676,599.5643016,25523.95676,6915.254989,23940.74169,19563.91907,-649.131929,1
-7267.956763,32987.87694,-38058.53991,-4327.822616,-9198.59867,-59167.90687,-137994.4945,-116079.9457,-22953.77051,-4198.195122,-12130.71175,96312.81153,-52224.10976,-12615.95676,-4106.435698,-30752.04324,-15124.74501,-14753.25831,-141272.5809,-3811.631929,0
-1119.956763,-18568.62306,-139464.0399,-1501.322616,168.9013304,15854.59313,35918.50554,-3747.445676,127899.2295,3335.804878,10782.28825,494413.8115,73349.89024,-19319.95676,-595.9356984,29887.45676,3131.754989,22035.74169,144406.4191,-545.131929,0
-9493.956763,-54300.62306,-173631.5399,-5457.822616,-9566.09867,-78664.40687,-63764.99446,-123313.4457,-26654.77051,-8261.195122,5535.788248,164605.3115,-31646.10976,-31139.45676,-3216.935698,-8876.543237,-14808.74501,-8369.258315,-51630.58093,-450.631929,0
14560.54324,-39056.62306,-77612.53991,21382.67738,12863.90133,16300.09313,147134.0055,169863.0543,136256.2295,12645.80488,7493.788248,-188082.1885,25915.39024,-888.4567627,1681.564302,5593.456763,-691.7450111,30456.24169,-18349.08093,517.868071,0
-219.9567627,-146804.1231,-24397.03991,-17271.82262,-3102.59867,53674.59313,-99866.49446,-48003.94568,-93685.77051,-5301.195122,-26292.71175,-197593.1885,2095.890244,140086.0432,-1855.935698,15160.95676,3443.754989,21639.74169,92828.41907,699.368071,1
-11363.45676,-34067.12306,-98876.03991,-11961.32262,-9990.09867,-218005.9069,-216400.9945,-132538.9457,-268025.2705,-9624.695122,-40196.21175,-114776.6885,14750.39024,112439.5432,53966.0643,-28575.54324,-11452.74501,-39535.75831,15117.41907,3242.368071,1
-6895.956763,-31932.12306,-139613.5399,-5871.322616,-9816.59867,-107883.9069,-90177.99446,-81358.94568,-160263.2705,-12522.69512,-25231.71175,183439.3115,-61499.10976,-46860.45676,-4669.935698,-6626.543237,-10093.24501,-6232.758315,-72286.08093,552.868071,1
1754.543237,-61634.62306,-39862.53991,-6991.322616,-9589.09867,-23055.90687,-67006.99446,-68532.94568,-17310.27051,-6755.695122,-4665.711752,-161875.6885,-15488.60976,39484.54324,13303.5643,-13648.04324,-7353.245011,-11846.25831,71616.91907,-968.631929,0
18258.54324,26175.37694,270236.9601,1531.177384,15967.90133,48289.59313,102117.0055,172086.5543,6758.72949,5586.804878,16184.28825,394935.3115,26735.39024,296160.5432,-273.9356984,16426.45676,6004.754989,12128.24169,591378.9191,607.868071,1
2236.043237,-2316.62306,-63371.53991,4230.177384,3999.40133,44348.59313,-8673.994457,11837.05432,-10612.27051,-2309.195122,8524.788248,631685.8115,-28243.10976,-20091.45676,-381.9356984,-12321.04324,268.2549889,7615.241685,121056.4191,-1817.631929,0
-7123.456763,-110216.1231,-246252.0399,-9234.822616,-8830.59867,-58011.40687,-63454.49446,-79495.44568,-122835.2705,-4834.195122,-18672.21175,-46035.18847,1243.890244,-48400.45676,-977.9356984,-1221.543237,-5476.745011,1126.241685,-139505.5809,97.86807095,0
-2157.456763,-92502.12306,-234071.0399,-19190.32262,-10604.09867,-71228.90687,-103839.9945,-61990.44568,-139928.2705,-16205.19512,-16267.21175,4832.31153,-31022.10976,-60876.95676,-3440.435698,9.456762749,-2787.745011,-7471.258315,-162841.0809,58.86807095,0
1103.043237,-99774.62306,-15579.53991,1586.177384,-6314.09867,806.0931264,-80380.99446,-38307.94568,-26287.77051,-6558.695122,-838.7117517,-139859.1885,-34710.10976,-52169.95676,-1384.935698,12224.45676,-4969.245011,-11620.25831,-70713.58093,-1197.631929,0
5607.043237,9784.87694,-186617.0399,-3503.822616,-6783.59867,23184.59313,17.50554324,68026.55432,-94357.77051,-4903.695122,-11667.71175,306940.3115,394.3902439,-17899.45676,-1968.935698,-1368.043237,-4710.745011,22013.24169,-183620.5809,-1050.631929,0
-3584.956763,25703.37694,-237132.0399,-7601.822616,-6887.09867,30609.59313,-9328.494457,-29823.44568,-115084.2705,-12327.69512,6581.788248,114181.3115,-15859.60976,-29518.45676,-2273.935698,-33716.04324,-2780.745011,7367.241685,-157610.0809,-1801.131929,0
3747.043237,22748.37694,-382680.5399,-5760.322616,-6.598669623,95508.59313,6616.505543,33372.55432,-152478.7705,-4720.695122,-23926.71175,177878.3115,-22906.60976,68403.04324,-501.4356984,-5062.043237,-774.7450111,28385.74169,-1098.080931,-1742.631929,0
2544.543237,115026.8769,-10611.53991,-11070.32262,4814.90133,-74119.40687,-59434.99446,-50322.94568,-126037.2705,-5616.695122,-18874.71175,120367.3115,-20001.10976,25349.54324,15016.5643,-18975.04324,10939.75499,23143.24169,-83889.58093,-1917.631929,0
15561.04324,933.3769401,131521.9601,14359.67738,10870.40133,78862.09313,93310.00554,29405.55432,83219.22949,13885.30488,16712.28825,-351689.1885,-67068.60976,285080.5432,1036.064302,33424.45676,-8912.745011,38074.74169,37153.91907,438.868071,0
4956.043237,-10627.12306,17377.96009,-3655.322616,-3512.59867,6070.093126,-11974.99446,-1710.945676,-16938.77051,1680.304878,9539.788248,-339105.6885,-27568.60976,-419.9567627,6758.064302,-21969.04324,-4021.745011,12697.24169,-31401.08093,-723.631929,0
-6761.956763,61306.87694,111315.4601,-15285.32262,1465.90133,-36439.90687,-7702.994457,73283.55432,-66956.77051,-9091.695122,-10826.21175,434601.3115,-9308.609756,24654.54324,-111.4356984,-16867.04324,1583.254989,3463.241685,71086.41907,-1475.131929,1
-14677.95676,-50632.12306,-174248.5399,-4954.322616,-5183.59867,-4420.406874,-34089.49446,4524.554324,-288494.7705,-5592.695122,-20493.21175,-594486.6885,14848.89024,23800.04324,2523.064302,-41873.54324,-10181.74501,9782.241685,-66225.08093,-1505.631929,0
-12032.45676,58485.37694,-42964.53991,-19163.32262,-5795.59867,-63722.90687,-25772.99446,21082.05432,-171506.7705,-5190.195122,-27356.71175,-54163.68847,-69012.60976,-34855.45676,-3034.935698,-17870.04324,-4870.245011,-27852.25831,14838.41907,-3626.131929,1
-1280.456763,22269.37694,-103125.0399,-6267.822616,1283.40133,-8737.906874,-7934.494457,4411.554324,81850.72949,-121.195122,-1892.211752,-438943.6885,-26664.60976,-43616.95676,-1851.935698,22488.45676,-5768.245011,32968.74169,168611.9191,-83.63192905,0
-4010.956763,-67014.12306,-19500.53991,29683.67738,4796.40133,-61222.40687,14754.50554,17636.55432,-211011.7705,-1004.695122,-4278.211752,-592852.6885,53683.89024,-23492.95676,6415.064302,-25672.54324,7863.254989,12793.24169,-123669.0809,1874.368071,0
-11791.95676,-95619.12306,-260865.5399,-22913.32262,-9534.59867,-170153.9069,-141479.9945,-156929.9457,-187131.2705,-15690.19512,-28623.71175,-102145.6885,-54813.60976,-18091.95676,-3173.935698,-17258.54324,-9368.245011,-8146.258315,-50273.58093,160.868071,0
6334.043237,-53348.62306,-170617.5399,-14486.32262,-14465.09867,-62178.40687,-72705.49446,-80192.44568,-80531.27051,5898.804878,3066.288248,53617.81153,-37414.10976,-29574.45676,-2414.935698,-27159.04324,7741.754989,15671.74169,18332.41907,-1177.131929,0
-8591.956763,-7617.12306,-6515.039911,-4662.322616,-4968.59867,-104778.9069,-176128.4945,-57025.44568,-206182.2705,-75.19512195,-29318.21175,-194821.1885,20861.39024,18330.04324,56140.5643,193.4567627,-9040.245011,-36675.75831,-95143.58093,-776.631929,0
3959.043237,-2018.62306,-185789.0399,-1865.322616,-4931.59867,48507.59313,21400.50554,-94625.44568,100107.7295,-15411.19512,-7912.711752,-608740.6885,74096.39024,-2959.956763,1103.564302,15925.95676,-7424.245011,4645.241685,-146960.5809,-708.131929,0
16384.54324,35987.87694,255200.9601,25514.17738,8134.40133,13187.09313,52767.00554,83142.55432,101476.7295,9081.804878,4526.788248,-248193.1885,20408.89024,-30460.45676,2090.564302,24425.45676,7953.254989,46667.24169,42459.91907,74.36807095,0
-12600.45676,-25636.62306,-191965.5399,-19925.82262,-9951.09867,-126647.4069,-135400.4945,-101048.9457,-138279.7705,-11512.19512,-25555.71175,38322.81153,-26859.60976,-12735.45676,-2305.935698,-13622.04324,-14594.74501,-29097.75831,-117441.0809,2607.368071,0
14939.54324,94085.87694,292491.9601,44226.17738,41518.40133,328153.0931,235072.5055,468582.5543,146217.2295,19418.30488,29198.78825,-201406.6885,48560.89024,11636.54324,3748.064302,-1787.043237,17811.25499,-18970.25831,-116179.0809,-469.131929,0
-9956.456763,-28399.62306,-102177.0399,-9104.322616,-7056.59867,-29647.90687,-88978.99446,23912.55432,-109008.7705,-4411.695122,6354.288248,-294039.1885,-99714.60976,62473.04324,-2699.935698,-31924.04324,-16503.24501,-24923.25831,-119138.0809,-1141.631929,0
-10222.95676,-119136.1231,-365007.5399,-17492.82262,-14474.09867,-148147.9069,-116858.4945,-146158.9457,-124040.7705,-21146.69512,-37239.21175,329781.3115,-12275.60976,-11298.45676,-3412.935698,-33569.54324,-14844.24501,-50184.75831,-98189.08093,2863.368071,0
1349.043237,-55958.12306,-79150.03991,-7201.322616,2264.40133,58051.59313,66276.00554,-55392.94568,163146.2295,-855.195122,15341.28825,-183522.1885,-18917.60976,-33089.95676,2675.064302,-18690.54324,-7847.745011,20152.74169,14571.91907,-863.131929,0
49.04323725,-55440.12306,-125318.5399,-13781.32262,-7175.09867,941.0931264,14588.00554,127691.0543,-136647.2705,-6974.695122,-14242.21175,252966.3115,-51470.60976,77288.54324,-954.9356984,-23300.04324,-56.24501109,-34668.25831,-93685.08093,94.86807095,1
-4507.456763,-15612.62306,-126260.0399,-23703.32262,-8061.09867,9627.093126,-84646.49446,-42061.44568,-125683.7705,-7050.195122,-22602.21175,118720.3115,-54594.60976,-38717.95676,-805.9356984,-14483.54324,5722.754989,12287.74169,224028.4191,1154.368071,0
-8686.956763,-35975.12306,-52911.53991,2473.677384,3963.40133,-6346.406874,-13214.49446,-46233.44568,-234855.7705,-8206.695122,-12398.21175,-13026.68847,34122.89024,10411.04324,5758.064302,-29682.54324,-1106.745011,20729.24169,-95708.08093,1632.368071,0
1180.043237,117235.8769,-204797.5399,-10253.32262,-9440.59867,7806.593126,51060.00554,8720.554324,-10231.77051,-2198.195122,-29439.71175,-22755.18847,-10249.60976,-40997.95676,-2370.435698,29998.95676,12427.25499,2282.741685,-34429.58093,-556.131929,1
-14842.45676,-119587.1231,-19243.53991,-13933.32262,-10182.59867,-3417.906874,-35057.99446,-86842.94568,-152320.2705,-2523.195122,-34370.71175,-238364.1885,-53287.10976,-55121.45676,-2479.435698,4024.956763,4587.254989,19369.24169,-107493.0809,-1213.631929,0
6283.543237,125357.8769,35073.96009,899.1773836,7136.40133,25843.59313,36132.50554,-4377.945676,3944.72949,-4085.195122,-17362.21175,178566.3115,-15056.60976,-31305.95676,1261.064302,19729.95676,3827.254989,4332.241685,-99044.58093,1363.868071,0
1214.043237,-109526.1231,-245021.0399,-10018.32262,-4913.59867,-66076.40687,-78470.49446,-49653.94568,-130351.7705,-9499.695122,-26283.71175,-170642.1885,-9517.109756,82157.54324,786.5643016,-178.5432373,-15148.24501,-9472.758315,-122727.0809,-1098.131929,0
-5600.956763,-37868.12306,37846.96009,-2604.822616,-8371.59867,-44873.40687,-21229.99446,28447.55432,76165.72949,2758.304878,4359.288248,-173922.1885,-60730.10976,-26825.95676,-1789.435698,-15487.04324,-908.7450111,-13561.75831,-33367.08093,-1593.131929,1
3052.543237,-46928.62306,57854.96009,-1172.322616,1335.90133,57113.09313,13673.00554,18755.55432,-38200.77051,-7199.695122,-24951.21175,418404.3115,-13876.10976,-32733.95676,-694.9356984,24954.95676,-1405.745011,27885.24169,-96559.08093,452.868071,0
-4495.456763,-116920.1231,-39607.03991,-7249.322616,-1648.59867,156035.0931,50272.50554,5098.554324,-69326.77051,-4002.195122,-40981.21175,14648.31153,5893.390244,9838.043237,-1077.435698,17890.45676,-4404.745011,-3536.758315,81854.41907,-1284.131929,1
-1438.956763,-107746.1231,65420.96009,-4183.822616,2391.40133,48177.59313,46606.00554,96449.55432,-101950.7705,-6169.695122,-17775.71175,-310904.6885,437.8902439,70488.54324,2080.564302,-5264.543237,913.2549889,21624.24169,-28369.08093,-243.631929,0
-9303.956763,-152373.1231,-159222.5399,-19269.32262,-10704.59867,-105394.4069,-79751.99446,-103279.9457,-137225.2705,-15385.69512,-40862.71175,1107462.312,-64574.10976,-65496.95676,-2715.435698,9546.456763,47.75498891,1557.241685,-135739.0809,5819.868071,0
-10650.45676,-96131.12306,170301.9601,-1023.322616,-4619.59867,-133125.9069,-108851.4945,-77579.94568,-89294.77051,-3422.195122,-10384.71175,358837.8115,-68455.10976,-6701.456763,-3128.435698,-13747.04324,4088.754989,27871.24169,-107345.0809,7048.868071,1
8715.543237,-53726.12306,90552.46009,4049.677384,-3774.09867,58574.09313,14361.50554,35508.55432,-26946.27051,-2716.695122,-7949.211752,164580.3115,-31424.60976,10376.04324,-1026.935698,7105.456763,580.2549889,56044.24169,-73791.58093,70.86807095,0
1216.043237,2686.87694,71068.46009,-6613.322616,-2312.59867,-104816.9069,-35853.49446,-65002.94568,-72889.27051,500.804878,-8704.711752,-574986.1885,29172.89024,8684.543237,-1794.935698,-74.54323725,8142.754989,7139.241685,-127714.5809,1639.868071,1
6206.043237,-32002.62306,19153.96009,-17540.82262,-626.0986696,-24515.40687,-120996.9945,-9269.445676,-163935.7705,-8249.195122,-38735.71175,27323.31153,-27597.60976,19072.04324,-2733.435698,-23528.54324,6335.754989,-8942.258315,-80347.08093,-986.131929,1
-7740.956763,-60009.12306,-191290.0399,-26170.32262,-7856.09867,-98176.40687,-165665.9945,-142291.9457,-258947.2705,-14569.19512,-58449.71175,450511.8115,-85632.10976,-87053.95676,-2732.935698,-27422.54324,-10548.74501,-14569.75831,-128094.5809,-1303.631929,0
11068.04324,24607.37694,166749.4601,650.6773836,14669.90133,100376.5931,26697.50554,190533.5543,4591.72949,9723.804878,7429.788248,413797.8115,-41228.10976,-9560.956763,-85.43569845,-3612.543237,-8581.745011,20273.74169,-64190.08093,-2118.631929,0
3445.043237,-4612.12306,49936.46009,169.6773836,2755.40133,20732.59313,23714.00554,76120.55432,7172.22949,-2012.195122,-13820.21175,-521198.6885,-21838.60976,43486.04324,2782.564302,11014.45676,2249.254989,3007.241685,51609.91907,898.868071,1
6834.543237,7470.87694,394617.9601,280.1773836,10020.90133,21387.09313,1094.005543,-33340.44568,134120.2295,3088.804878,6388.288248,138548.3115,8834.390244,-45054.45676,495.0643016,10610.45676,-5803.245011,40181.74169,-52717.08093,-1027.631929,0
-4971.956763,-95335.12306,-49717.53991,-19198.82262,-8994.09867,-94846.40687,-65953.49446,-69519.94568,-112374.2705,-9743.195122,-22465.21175,946677.3115,-65466.60976,-52960.45676,-3226.935698,17367.45676,-6621.745011,12680.24169,-120546.5809,1472.368071,0
-7173.956763,-40136.12306,-112206.0399,-16582.82262,-9178.09867,-41458.40687,-67264.49446,-65558.44568,-117538.2705,-10495.19512,-27483.21175,391798.3115,-5671.109756,-43622.45676,-2613.935698,-29528.04324,-2130.245011,3566.741685,-98527.08093,-836.631929,0
